,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
7231,2021,AZ,Arizona,Apache,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,32.7,42.7,65623,4001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.4901722 35.385084),985.0,2473987.1
17103,2021,AZ,Arizona,Cochise,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,29.4,39.5,126050,4003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.7751627 31.8401287),5.0,4323515.0
13693,2021,AZ,Arizona,Coconino,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.4,,,22.5,30.9,145052,4005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.7737277 35.8296919),986.0,3829372.8
4559,2021,AZ,Arizona,Gila,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,31.7,41.7,53589,4007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-110.8118696 33.7896177),987.0,1961357.4000000001
7374,2021,AZ,Arizona,Graham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,29.6,43.6,39050,4009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.8783103 32.9318277),6.0,1417515.0
2469,2021,AZ,Arizona,Greenlee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.1,,,24.3,38.5,9404,4011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.2423231 33.2388723),988.0,292464.4
5208,2021,AZ,Arizona,La Paz,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.3,,,27.8,43.2,16408,4012,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-114.038806 33.7276104),7.0,579202.3999999999
8723,2021,AZ,Arizona,Maricopa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,27.6,34.4,4496588,4013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-112.4989296 33.3451756),989.0,138944569.2
648,2021,AZ,Arizona,Mohave,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,30.5,41.0,217692,4015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-113.7496891 35.717705),8.0,7771604.4
15382,2021,AZ,Arizona,Navajo,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,33.3,42.9,108147,4017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-110.3210248 35.3907852),990.0,4131215.4000000004
7111,2021,AZ,Arizona,Pima,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,28.9,36.9,1052030,4019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.7836574 32.128038),942.0,34611787.0
7926,2021,AZ,Arizona,Pinal,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,32.9,42.2,449557,4021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.3663396 32.9185209),943.0,16858387.5
4638,2021,AZ,Arizona,Santa Cruz,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,28.6,42.6,47883,4023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-110.8452278 31.525733),9.0,1699846.5
7118,2021,AZ,Arizona,Yavapai,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.4,,,23.3,31.6,242253,4025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-112.5772247 34.631071),944.0,6637732.199999999
9168,2021,AZ,Arizona,Yuma,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,35.1,46.7,206990,4027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-113.910905 32.7739424),945.0,8445192.0
11243,2021,AR,Arkansas,Arkansas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.9,45.5,16722,5001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.3765466 34.2895697),946.0,633763.7999999999
9893,2021,AR,Arkansas,Ashley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.0,,,34.5,50.2,18674,5003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.7722672 33.1908354),947.0,784308.0
2987,2021,AR,Arkansas,Baxter,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,28.9,42.4,42144,5005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.3299488 36.2802684),10.0,1496112.0
5274,2021,AR,Arkansas,Benton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,30.0,39.6,293692,5007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2562984 36.3378189),948.0,10161743.200000001
11425,2021,AR,Arkansas,Boone,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,32.0,46.1,37830,5009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.0792364 36.3042991),949.0,1475370.0
15473,2021,AR,Arkansas,Bradley,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.2,,,33.8,50.5,10408,5011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.1691559 33.4665491),950.0,439217.60000000003
4468,2021,AR,Arkansas,Calhoun,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,33.7,50.3,4741,5013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.513879 33.5604604),951.0,198647.9
9393,2021,AR,Arkansas,Carroll,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,29.5,44.5,28435,5015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.5409718 36.3373704),952.0,1043564.5000000001
10535,2021,AR,Arkansas,Chicot,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.1,,,38.9,55.2,10019,5017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2971578 33.2671393),953.0,471894.9
10013,2021,AR,Arkansas,Clark,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.6,,,35.1,50.2,21321,5019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.1762085 34.0533162),954.0,908274.6
733,2021,AR,Arkansas,Clay,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.7,47.3,14350,5021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.4187041 36.3673021),955.0,561085.0
8509,2021,AR,Arkansas,Cleburne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,30.3,45.0,25015,5023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.0599504 35.5663146),11.0,940564.0
15592,2021,AR,Arkansas,Cleveland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.4,,,32.3,48.7,7514,5025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.1887141 33.8932006),12.0,303565.6
17692,2021,AR,Arkansas,Columbia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,34.1,49.7,22672,5027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.2328433 33.2230377),13.0,945422.4
14996,2021,AR,Arkansas,Conway,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,32.4,49.3,20873,5029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6892479 35.265702),956.0,847443.8
4257,2021,AR,Arkansas,Craighead,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.7,,,36.0,49.7,112218,5031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.6314213 35.8277285),957.0,4791708.600000001
7787,2021,AR,Arkansas,Crawford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.4,,,32.3,46.4,60378,5033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2362187 35.5830114),958.0,2378893.1999999997
9925,2021,AR,Arkansas,Crittenden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.8,,,36.5,51.3,47525,5035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.3051195 35.1975594),959.0,2081594.9999999998
14669,2021,AR,Arkansas,Cross,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,35.4,51.4,16681,5037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.7639835 35.2856921),14.0,717283.0
6073,2021,AR,Arkansas,Dallas,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.4,,,32.3,48.8,6308,5039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6539989 33.9678233),1017.0,254843.19999999998
10304,2021,AR,Arkansas,Desha,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.1,,,37.0,53.3,11090,5041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2441034 33.8287519),1018.0,500159.0
6543,2021,AR,Arkansas,Drew,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.5,,,34.4,50.2,17110,5043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.7227781 33.5872418),15.0,710065.0
9770,2021,AR,Arkansas,Faulkner,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,30.4,43.3,125106,5045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.3369277 35.1465478),1019.0,4603900.8
1065,2021,AR,Arkansas,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,31.6,48.4,17173,5047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.8876647 35.5085579),1020.0,685202.7
14438,2021,AR,Arkansas,Fulton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,32.6,48.5,12145,5049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.8192849 36.3813225),1021.0,493087.0
4173,2021,AR,Arkansas,Garland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,30.5,42.8,100330,5051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.1469323 34.5788522),16.0,3662045.0
14610,2021,AR,Arkansas,Grant,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,31.6,47.1,18090,5053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.4229794 34.2855683),1022.0,710937.0
16882,2021,AR,Arkansas,Greene,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,32.4,46.9,46317,5055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.5663459 36.1206072),1023.0,1829521.5
346,2021,AR,Arkansas,Hempstead,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.8,,,36.8,53.1,19694,5057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.6643553 33.735953),1024.0,882291.2
15780,2021,AR,Arkansas,Hot Spring,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,29.0,42.2,33148,5059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.9441474 34.3151767),17.0,1176754.0
11865,2021,AR,Arkansas,Howard,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.3,,,33.3,49.5,12698,5061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.9909315 34.0830639),1025.0,524427.3999999999
13196,2021,AR,Arkansas,Independence,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.4,,,30.2,45.0,37723,5063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.5599423 35.7374992),1026.0,1410840.2
6382,2021,AR,Arkansas,Izard,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,30.2,45.8,13911,5065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.9136252 36.0948792),1027.0,523053.60000000003
2464,2021,AR,Arkansas,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.4,47.7,16811,5067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2232051 35.5964674),18.0,672440.0
5638,2021,AR,Arkansas,Jefferson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,,,37.2,49.5,65861,5069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.929673 34.277239),1028.0,2851781.3
15116,2021,AR,Arkansas,Johnson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,30.7,46.8,25845,5071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.4663223 35.5733586),1029.0,997617.0
2507,2021,AR,Arkansas,Lafayette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.3,,,34.4,52.0,6163,5073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.611514 33.2406294),1030.0,266857.89999999997
11867,2021,AR,Arkansas,Lawrence,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.3,46.9,16292,5075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.1011529 36.0410983),1031.0,637017.2000000001
312,2021,AR,Arkansas,Lee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.9,,,38.0,55.2,8619,5077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.7797172 34.7795048),1032.0,404231.1
17119,2021,AR,Arkansas,Lincoln,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.5,,,33.7,49.4,13037,5079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.742355 33.9563846),3103.0,541035.5
14616,2021,AR,Arkansas,Little River,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,32.4,49.5,11944,5081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2362871 33.7019411),19.0,484926.4
16156,2021,AR,Arkansas,Logan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,32.3,47.7,21215,5083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.7209102 35.2186538),1033.0,846478.5
10609,2021,AR,Arkansas,Lonoke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,30.3,43.8,74722,5085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.894132 34.7551137),1034.0,2749769.5999999996
11604,2021,AR,Arkansas,Madison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,30.9,46.5,16960,5087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.7240531 36.0125452),20.0,654656.0
12372,2021,AR,Arkansas,Marion,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,29.9,45.0,16978,5089,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6785765 36.2666636),1035.0,633279.3999999999
12617,2021,AR,Arkansas,Miller,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.1,,,31.0,45.7,42649,5091,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.9015018 33.3055054),1036.0,1624926.9000000001
3132,2021,AR,Arkansas,Mississippi,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,,,31.9,47.1,39661,5093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.0522072 35.7669437),1037.0,1554711.2000000002
8263,2021,AR,Arkansas,Monroe,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,34.9,51.9,6683,5095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2033099 34.6795117),1038.0,287369.0
16078,2021,AR,Arkansas,Montgomery,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,30.2,45.7,8611,5097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.664153 34.5456557),21.0,325495.8
10856,2021,AR,Arkansas,Nevada,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.1,,,32.2,48.8,8187,5099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.3050716 33.6666991),1039.0,328298.7
8335,2021,AR,Arkansas,Newton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,32.2,48.0,7204,5101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.2158984 35.9107423),991.0,287439.6
2324,2021,AR,Arkansas,Ouachita,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.8,47.4,22306,5103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.8784131 33.5911684),992.0,892240.0
12685,2021,AR,Arkansas,Perry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,29.7,46.1,9964,5105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.9268773 34.9463629),993.0,375642.80000000005
13019,2021,AR,Arkansas,Phillips,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.1,,,35.8,50.5,15906,5107,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.8555931 34.4236874),994.0,685548.6
13243,2021,AR,Arkansas,Pike,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.5,45.4,10066,5109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.6586589 34.1581907),22.0,374455.2
6283,2021,AR,Arkansas,Poinsett,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.1,,,36.7,52.8,22660,5111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.6811037 35.5688702),23.0,1021966.0
15588,2021,AR,Arkansas,Polk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,28.5,43.1,19353,5113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2308841 34.4909149),995.0,687031.5
7845,2021,AR,Arkansas,Pope,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,31.6,45.2,63789,5115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.0268181 35.456557),996.0,2443118.6999999997
5420,2021,AR,Arkansas,Prairie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,28.6,44.5,8135,5117,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.5536205 34.8311162),997.0,298554.5
1029,2021,AR,Arkansas,Pulaski,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,34.7,43.6,397821,5119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.312996 34.7703106),998.0,15515019.0
6212,2021,AR,Arkansas,Randolph,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.0,,,34.2,50.1,18865,5121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.0284409 36.3412985),999.0,792330.0
13000,2021,AR,Arkansas,St. Francis,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,48.4,,,41.6,55.0,22739,5123,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.7515058 35.0228383),24.0,1100567.5999999999
17661,2021,AR,Arkansas,Saline,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.0,,,29.2,41.2,125233,5125,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.674463 34.6485246),1000.0,4383155.0
11502,2021,AR,Arkansas,Scott,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,31.5,48.0,9822,5127,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.0636413 34.8588693),1001.0,387969.0
885,2021,AR,Arkansas,Searcy,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,30.7,47.8,7880,5129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6958884 35.8963868),25.0,307320.0
4823,2021,AR,Arkansas,Sebastian,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,32.9,44.4,128400,5131,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2749889 35.1969808),1002.0,4956240.0
2877,2021,AR,Arkansas,Sevier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.5,,,34.9,50.2,15783,5133,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2432792 33.9948773),1003.0,670777.5
17914,2021,AR,Arkansas,Sharp,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.0,,,32.3,48.3,17622,5135,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.4710689 36.1733989),26.0,704880.0
8618,2021,AR,Arkansas,Stone,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.9,,,33.3,48.6,12481,5137,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.1404819 35.8570011),1004.0,510472.89999999997
11240,2021,AR,Arkansas,Union,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.0,,,32.1,45.9,38340,5139,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.5981447 33.1682186),27.0,1495260.0
8585,2021,AR,Arkansas,Van Buren,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,31.8,47.8,15694,5141,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.5159757 35.5829532),69.0,626190.6
13066,2021,AR,Arkansas,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,28.6,38.3,250057,5143,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-94.2172695 35.978001),70.0,8351903.8
2031,2021,AR,Arkansas,White,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,30.5,43.5,77207,5145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.7530339 35.2551175),1139.0,2848938.3
6490,2021,AR,Arkansas,Woodruff,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,31.7,48.2,6116,5147,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.2445353 35.1927768),71.0,243416.8
6705,2021,AR,Arkansas,Yell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,30.0,44.9,20155,5149,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.4083032 34.9977133),1140.0,751781.5
9013,2021,CA,California,Alameda,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.8,,,20.5,29.4,1648556,6001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.912488 37.6471385),1141.0,40884188.800000004
15498,2021,CA,California,Alpine,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.1,,,25.7,32.4,1235,6003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-119.7983522 38.6217831),1142.0,35938.5
6547,2021,CA,California,Amador,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.6,,,22.5,37.5,41259,6005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.653858 38.4435493),1182.0,1221266.4000000001
8691,2021,CA,California,Butte,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.0,,,23.9,38.5,208309,6007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.6032086 39.6653362),1183.0,6457579.0
17104,2021,CA,California,Calaveras,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.6,,,23.5,38.4,46221,6009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.5541065 38.1910682),1184.0,1414362.6
121,2021,CA,California,Colusa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,25.5,41.7,21917,6011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-122.2375629 39.1777385),72.0,732027.7999999999
12402,2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.3,,,19.6,29.3,1161413,6013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.9515431 37.919479),1185.0,28222335.900000002
12968,2021,CA,California,Del Norte,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.7,,,25.0,40.8,28100,6015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-123.9809983 41.7499033),1186.0,918870.0000000001
5983,2021,CA,California,El Dorado,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.1,,,21.7,35.5,193221,6017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-120.5342245 38.7856116),1187.0,5429510.100000001
